Testname,Listener,Type,Source,Target,Algorithm,Ratingscore
SiSEC08,Listener_19,music,wdrums,bass,Algo34,15
SiSEC08,Listener_19,music,wdrums,bass,anchor,30
SiSEC08,Listener_28,speech,female,dialog1,orig,100
SiSEC08,Listener_28,speech,female,dialog1,Algo8,100
SiSEC08,Listener_28,speech,female,dialog1,Algo21,58
SiSEC08,Listener_28,speech,female,dialog1,Algo22,58
SiSEC08,Listener_28,speech,female,dialog1,Algo24,52
SiSEC08,Listener_28,speech,female,dialog1,Algo25,40
SiSEC08,Listener_28,speech,female,dialog1,Algo27,52
SiSEC08,Listener_28,speech,female,dialog1,Algo30,56
SiSEC08,Listener_28,speech,female,dialog1,Algo32,48
SiSEC08,Listener_28,speech,female,dialog1,Algo34,40
SiSEC08,Listener_28,speech,female,dialog1,anchor,50
SiSEC08,Listener_28,speech,female,dialog2,orig,100
SiSEC08,Listener_28,speech,female,dialog2,Algo8,34
SiSEC08,Listener_28,speech,female,dialog2,Algo21,46
SiSEC08,Listener_28,speech,female,dialog2,Algo22,38
SiSEC08,Listener_28,speech,female,dialog2,Algo24,42
SiSEC08,Listener_28,speech,female,dialog2,Algo25,43
SiSEC08,Listener_28,speech,female,dialog2,Algo27,34
SiSEC08,Listener_28,speech,female,dialog2,Algo30,38
SiSEC08,Listener_28,speech,female,dialog2,Algo32,38
SiSEC08,Listener_28,speech,female,dialog2,Algo34,58
SiSEC08,Listener_28,speech,female,dialog2,anchor,50
SiSEC08,Listener_28,speech,female,dialog3,orig,100
SiSEC08,Listener_28,speech,female,dialog3,Algo8,37
SiSEC08,Listener_28,speech,female,dialog3,Algo21,37
SiSEC08,Listener_28,speech,female,dialog3,Algo22,47
SiSEC08,Listener_28,speech,female,dialog3,Algo24,37
SiSEC08,Listener_28,speech,female,dialog3,Algo25,42
SiSEC08,Listener_28,speech,female,dialog3,Algo27,38
SiSEC08,Listener_28,speech,female,dialog3,Algo30,41
SiSEC08,Listener_28,speech,female,dialog3,Algo32,37
SiSEC08,Listener_28,speech,female,dialog3,Algo34,43
SiSEC08,Listener_28,speech,female,dialog3,anchor,50
SiSEC08,Listener_28,speech,female,dialog4,orig,100
SiSEC08,Listener_28,speech,female,dialog4,Algo8,43
SiSEC08,Listener_28,speech,female,dialog4,Algo21,53
SiSEC08,Listener_28,speech,female,dialog4,Algo22,53
SiSEC08,Listener_28,speech,female,dialog4,Algo24,49
SiSEC08,Listener_28,speech,female,dialog4,Algo25,37
SiSEC08,Listener_28,speech,female,dialog4,Algo27,42
SiSEC08,Listener_28,speech,female,dialog4,Algo30,46
SiSEC08,Listener_28,speech,female,dialog4,Algo32,34
SiSEC08,Listener_28,speech,female,dialog4,Algo34,37
SiSEC08,Listener_28,speech,female,dialog4,anchor,50
SiSEC08,Listener_28,speech,male,dialog5,orig,100
SiSEC08,Listener_28,speech,male,dialog5,Algo8,70
SiSEC08,Listener_28,speech,male,dialog5,Algo21,54
SiSEC08,Listener_28,speech,male,dialog5,Algo22,70
SiSEC08,Listener_28,speech,male,dialog5,Algo24,68
SiSEC08,Listener_28,speech,male,dialog5,Algo25,22
SiSEC08,Listener_28,speech,male,dialog5,Algo27,65
SiSEC08,Listener_28,speech,male,dialog5,Algo30,65
SiSEC08,Listener_28,speech,male,dialog5,Algo32,40
SiSEC08,Listener_28,speech,male,dialog5,Algo34,20
SiSEC08,Listener_28,speech,male,dialog5,anchor,50
SiSEC08,Listener_28,speech,male,dialog6,orig,100
SiSEC08,Listener_28,speech,male,dialog6,Algo8,22
SiSEC08,Listener_28,speech,male,dialog6,Algo21,30
SiSEC08,Listener_28,speech,male,dialog6,Algo22,35
SiSEC08,Listener_28,speech,male,dialog6,Algo24,27
SiSEC08,Listener_28,speech,male,dialog6,Algo25,24
SiSEC08,Listener_28,speech,male,dialog6,Algo27,20
SiSEC08,Listener_28,speech,male,dialog6,Algo30,50
SiSEC08,Listener_28,speech,male,dialog6,Algo32,24
SiSEC08,Listener_28,speech,male,dialog6,Algo34,65
SiSEC08,Listener_28,speech,male,dialog6,anchor,40
SiSEC08,Listener_28,speech,male,dialog7,orig,100
SiSEC08,Listener_28,speech,male,dialog7,Algo8,28
SiSEC08,Listener_28,speech,male,dialog7,Algo21,37
SiSEC08,Listener_28,speech,male,dialog7,Algo22,45
SiSEC08,Listener_28,speech,male,dialog7,Algo24,25
SiSEC08,Listener_28,speech,male,dialog7,Algo25,31
SiSEC08,Listener_28,speech,male,dialog7,Algo27,29
SiSEC08,Listener_28,speech,male,dialog7,Algo30,25
SiSEC08,Listener_28,speech,male,dialog7,Algo32,32
SiSEC08,Listener_28,speech,male,dialog7,Algo34,31
SiSEC08,Listener_28,speech,male,dialog7,anchor,40
SiSEC08,Listener_28,speech,male,dialog8,orig,100
SiSEC08,Listener_28,speech,male,dialog8,Algo8,55
SiSEC08,Listener_28,speech,male,dialog8,Algo21,53
SiSEC08,Listener_28,speech,male,dialog8,Algo22,44
SiSEC08,Listener_28,speech,male,dialog8,Algo24,36
SiSEC08,Listener_28,speech,male,dialog8,Algo25,25
SiSEC08,Listener_28,speech,male,dialog8,Algo27,55
SiSEC08,Listener_28,speech,male,dialog8,Algo30,53
SiSEC08,Listener_28,speech,male,dialog8,Algo32,28
SiSEC08,Listener_28,speech,male,dialog8,Algo34,25
SiSEC08,Listener_28,speech,male,dialog8,anchor,44
SiSEC08,Listener_28,music,nodrums,ebass,orig,100
SiSEC08,Listener_28,music,nodrums,ebass,Algo8,60
SiSEC08,Listener_28,music,nodrums,ebass,Algo21,43
SiSEC08,Listener_28,music,nodrums,ebass,Algo22,55
SiSEC08,Listener_28,music,nodrums,ebass,Algo24,38
SiSEC08,Listener_28,music,nodrums,ebass,Algo25,20
SiSEC08,Listener_28,music,nodrums,ebass,Algo27,43
SiSEC08,Listener_28,music,nodrums,ebass,Algo30,33
SiSEC08,Listener_28,music,nodrums,ebass,Algo32,26
SiSEC08,Listener_28,music,nodrums,ebass,Algo34,44
SiSEC08,Listener_28,music,nodrums,ebass,anchor,50
SiSEC08,Listener_28,music,nodrums,eguitar,orig,100
SiSEC08,Listener_28,music,nodrums,eguitar,Algo8,29
SiSEC08,Listener_28,music,nodrums,eguitar,Algo21,34
SiSEC08,Listener_28,music,nodrums,eguitar,Algo22,55
SiSEC08,Listener_28,music,nodrums,eguitar,Algo24,27
SiSEC08,Listener_28,music,nodrums,eguitar,Algo25,23
SiSEC08,Listener_28,music,nodrums,eguitar,Algo27,29
SiSEC08,Listener_28,music,nodrums,eguitar,Algo30,44
SiSEC08,Listener_28,music,nodrums,eguitar,Algo32,27
SiSEC08,Listener_28,music,nodrums,eguitar,Algo34,16
SiSEC08,Listener_28,music,nodrums,eguitar,anchor,50
SiSEC08,Listener_28,music,nodrums,aguitar,orig,100
SiSEC08,Listener_28,music,nodrums,aguitar,Algo8,100
SiSEC08,Listener_28,music,nodrums,aguitar,Algo21,100
SiSEC08,Listener_28,music,nodrums,aguitar,Algo22,100
SiSEC08,Listener_28,music,nodrums,aguitar,Algo24,100
SiSEC08,Listener_28,music,nodrums,aguitar,Algo25,28
SiSEC08,Listener_28,music,nodrums,aguitar,Algo27,100
SiSEC08,Listener_28,music,nodrums,aguitar,Algo30,79
SiSEC08,Listener_28,music,nodrums,aguitar,Algo32,21
SiSEC08,Listener_28,music,nodrums,aguitar,Algo34,10
SiSEC08,Listener_28,music,nodrums,aguitar,anchor,50
SiSEC08,Listener_28,music,wdrums,hat,orig,100
SiSEC08,Listener_28,music,wdrums,hat,Algo8,35
SiSEC08,Listener_28,music,wdrums,hat,Algo21,30
SiSEC08,Listener_28,music,wdrums,hat,Algo22,35
SiSEC08,Listener_28,music,wdrums,hat,Algo24,30
SiSEC08,Listener_28,music,wdrums,hat,Algo25,25
SiSEC08,Listener_28,music,wdrums,hat,Algo27,25
SiSEC08,Listener_28,music,wdrums,hat,Algo30,40
SiSEC08,Listener_28,music,wdrums,hat,Algo32,28
SiSEC08,Listener_28,music,wdrums,hat,Algo34,22
SiSEC08,Listener_28,music,wdrums,hat,anchor,50
SiSEC08,Listener_28,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo8,30
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo21,40
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo22,55
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo24,30
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo25,11
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo27,20
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo30,45
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo32,31
SiSEC08,Listener_28,music,wdrums,kicksnare,Algo34,25
SiSEC08,Listener_28,music,wdrums,kicksnare,anchor,50
SiSEC08,Listener_28,music,wdrums,bass,orig,100
SiSEC08,Listener_28,music,wdrums,bass,Algo8,40
SiSEC08,Listener_28,music,wdrums,bass,Algo21,32
SiSEC08,Listener_28,music,wdrums,bass,Algo22,70
SiSEC08,Listener_28,music,wdrums,bass,Algo24,27
SiSEC08,Listener_28,music,wdrums,bass,Algo25,5
SiSEC08,Listener_28,music,wdrums,bass,Algo27,35
SiSEC08,Listener_28,music,wdrums,bass,Algo30,45
SiSEC08,Listener_28,music,wdrums,bass,Algo32,20
SiSEC08,Listener_28,music,wdrums,bass,Algo34,15
SiSEC08,Listener_28,music,wdrums,bass,anchor,50
SiSEC08,Listener_33,speech,female,dialog1,orig,100
SiSEC08,Listener_33,speech,female,dialog1,Algo8,41
SiSEC08,Listener_33,speech,female,dialog1,Algo21,43
SiSEC08,Listener_33,speech,female,dialog1,Algo22,42
SiSEC08,Listener_33,speech,female,dialog1,Algo24,43
SiSEC08,Listener_33,speech,female,dialog1,Algo25,27
SiSEC08,Listener_33,speech,female,dialog1,Algo27,38
SiSEC08,Listener_33,speech,female,dialog1,Algo30,38
SiSEC08,Listener_33,speech,female,dialog1,Algo32,26
SiSEC08,Listener_33,speech,female,dialog1,Algo34,31
SiSEC08,Listener_33,speech,female,dialog1,anchor,10
SiSEC08,Listener_33,speech,female,dialog2,orig,100
SiSEC08,Listener_33,speech,female,dialog2,Algo8,28
SiSEC08,Listener_33,speech,female,dialog2,Algo21,27
SiSEC08,Listener_33,speech,female,dialog2,Algo22,35
SiSEC08,Listener_33,speech,female,dialog2,Algo24,31
SiSEC08,Listener_33,speech,female,dialog2,Algo25,28
SiSEC08,Listener_33,speech,female,dialog2,Algo27,26
SiSEC08,Listener_33,speech,female,dialog2,Algo30,27
SiSEC08,Listener_33,speech,female,dialog2,Algo32,24
SiSEC08,Listener_33,speech,female,dialog2,Algo34,28
SiSEC08,Listener_33,speech,female,dialog2,anchor,11
SiSEC08,Listener_33,speech,female,dialog3,orig,100
SiSEC08,Listener_33,speech,female,dialog3,Algo8,31
SiSEC08,Listener_33,speech,female,dialog3,Algo21,31
SiSEC08,Listener_33,speech,female,dialog3,Algo22,39
SiSEC08,Listener_33,speech,female,dialog3,Algo24,27
SiSEC08,Listener_33,speech,female,dialog3,Algo25,21
SiSEC08,Listener_33,speech,female,dialog3,Algo27,26
SiSEC08,Listener_33,speech,female,dialog3,Algo30,29
SiSEC08,Listener_33,speech,female,dialog3,Algo32,22
SiSEC08,Listener_33,speech,female,dialog3,Algo34,27
SiSEC08,Listener_33,speech,female,dialog3,anchor,10
SiSEC08,Listener_33,speech,female,dialog4,orig,100
SiSEC08,Listener_33,speech,female,dialog4,Algo8,35
SiSEC08,Listener_33,speech,female,dialog4,Algo21,35
SiSEC08,Listener_33,speech,female,dialog4,Algo22,34
SiSEC08,Listener_33,speech,female,dialog4,Algo24,34
SiSEC08,Listener_33,speech,female,dialog4,Algo25,21
SiSEC08,Listener_33,speech,female,dialog4,Algo27,28
SiSEC08,Listener_33,speech,female,dialog4,Algo30,34
SiSEC08,Listener_33,speech,female,dialog4,Algo32,25
SiSEC08,Listener_33,speech,female,dialog4,Algo34,20
SiSEC08,Listener_33,speech,female,dialog4,anchor,10
SiSEC08,Listener_33,speech,male,dialog5,orig,100
SiSEC08,Listener_33,speech,male,dialog5,Algo8,49
SiSEC08,Listener_33,speech,male,dialog5,Algo21,48
SiSEC08,Listener_33,speech,male,dialog5,Algo22,53
SiSEC08,Listener_33,speech,male,dialog5,Algo24,49
SiSEC08,Listener_33,speech,male,dialog5,Algo25,35
SiSEC08,Listener_33,speech,male,dialog5,Algo27,49
SiSEC08,Listener_33,speech,male,dialog5,Algo30,48
SiSEC08,Listener_33,speech,male,dialog5,Algo32,34
SiSEC08,Listener_33,speech,male,dialog5,Algo34,34
SiSEC08,Listener_33,speech,male,dialog5,anchor,10
SiSEC08,Listener_33,speech,male,dialog6,orig,100
SiSEC08,Listener_33,speech,male,dialog6,Algo8,28
SiSEC08,Listener_33,speech,male,dialog6,Algo21,29
SiSEC08,Listener_33,speech,male,dialog6,Algo22,29
SiSEC08,Listener_33,speech,male,dialog6,Algo24,31
SiSEC08,Listener_33,speech,male,dialog6,Algo25,22
SiSEC08,Listener_33,speech,male,dialog6,Algo27,26
SiSEC08,Listener_33,speech,male,dialog6,Algo30,24
SiSEC08,Listener_33,speech,male,dialog6,Algo32,17
SiSEC08,Listener_33,speech,male,dialog6,Algo34,29
SiSEC08,Listener_33,speech,male,dialog6,anchor,8
SiSEC08,Listener_33,speech,male,dialog7,orig,100
SiSEC08,Listener_33,speech,male,dialog7,Algo8,32
SiSEC08,Listener_33,speech,male,dialog7,Algo21,32
SiSEC08,Listener_33,speech,male,dialog7,Algo22,41
SiSEC08,Listener_33,speech,male,dialog7,Algo24,35
SiSEC08,Listener_33,speech,male,dialog7,Algo25,28
SiSEC08,Listener_33,speech,male,dialog7,Algo27,32
SiSEC08,Listener_33,speech,male,dialog7,Algo30,35
SiSEC08,Listener_33,speech,male,dialog7,Algo32,29
SiSEC08,Listener_33,speech,male,dialog7,Algo34,33
SiSEC08,Listener_33,speech,male,dialog7,anchor,7
SiSEC08,Listener_33,speech,male,dialog8,orig,100
SiSEC08,Listener_33,speech,male,dialog8,Algo8,41
SiSEC08,Listener_33,speech,male,dialog8,Algo21,36
SiSEC08,Listener_33,speech,male,dialog8,Algo22,41
SiSEC08,Listener_33,speech,male,dialog8,Algo24,39
SiSEC08,Listener_33,speech,male,dialog8,Algo25,21
SiSEC08,Listener_33,speech,male,dialog8,Algo27,38
SiSEC08,Listener_33,speech,male,dialog8,Algo30,38
SiSEC08,Listener_33,speech,male,dialog8,Algo32,27
SiSEC08,Listener_33,speech,male,dialog8,Algo34,27
SiSEC08,Listener_33,speech,male,dialog8,anchor,7
SiSEC08,Listener_33,music,nodrums,ebass,orig,100
SiSEC08,Listener_33,music,nodrums,ebass,Algo8,40
SiSEC08,Listener_33,music,nodrums,ebass,Algo21,40
SiSEC08,Listener_33,music,nodrums,ebass,Algo22,55
SiSEC08,Listener_33,music,nodrums,ebass,Algo24,41
SiSEC08,Listener_33,music,nodrums,ebass,Algo25,37
SiSEC08,Listener_33,music,nodrums,ebass,Algo27,40
SiSEC08,Listener_33,music,nodrums,ebass,Algo30,44
SiSEC08,Listener_33,music,nodrums,ebass,Algo32,35
SiSEC08,Listener_33,music,nodrums,ebass,Algo34,23
SiSEC08,Listener_33,music,nodrums,ebass,anchor,10
SiSEC08,Listener_33,music,nodrums,eguitar,orig,100
SiSEC08,Listener_33,music,nodrums,eguitar,Algo8,33
SiSEC08,Listener_33,music,nodrums,eguitar,Algo21,34
SiSEC08,Listener_33,music,nodrums,eguitar,Algo22,47
SiSEC08,Listener_33,music,nodrums,eguitar,Algo24,35
SiSEC08,Listener_33,music,nodrums,eguitar,Algo25,35
SiSEC08,Listener_33,music,nodrums,eguitar,Algo27,33
SiSEC08,Listener_33,music,nodrums,eguitar,Algo30,39
SiSEC08,Listener_33,music,nodrums,eguitar,Algo32,17
SiSEC08,Listener_33,music,nodrums,eguitar,Algo34,10
SiSEC08,Listener_33,music,nodrums,eguitar,anchor,10
SiSEC08,Listener_33,music,nodrums,aguitar,orig,100
SiSEC08,Listener_33,music,nodrums,aguitar,Algo8,100
SiSEC08,Listener_33,music,nodrums,aguitar,Algo21,81
SiSEC08,Listener_33,music,nodrums,aguitar,Algo22,100
SiSEC08,Listener_33,music,nodrums,aguitar,Algo24,80
SiSEC08,Listener_33,music,nodrums,aguitar,Algo25,29
SiSEC08,Listener_33,music,nodrums,aguitar,Algo27,100
SiSEC08,Listener_33,music,nodrums,aguitar,Algo30,95
SiSEC08,Listener_33,music,nodrums,aguitar,Algo32,27
SiSEC08,Listener_33,music,nodrums,aguitar,Algo34,10
SiSEC08,Listener_33,music,nodrums,aguitar,anchor,10
SiSEC08,Listener_33,music,wdrums,hat,orig,100
SiSEC08,Listener_33,music,wdrums,hat,Algo8,31
SiSEC08,Listener_33,music,wdrums,hat,Algo21,41
SiSEC08,Listener_33,music,wdrums,hat,Algo22,46
SiSEC08,Listener_33,music,wdrums,hat,Algo24,36
SiSEC08,Listener_33,music,wdrums,hat,Algo25,27
SiSEC08,Listener_33,music,wdrums,hat,Algo27,31
SiSEC08,Listener_33,music,wdrums,hat,Algo30,39
SiSEC08,Listener_33,music,wdrums,hat,Algo32,30
SiSEC08,Listener_33,music,wdrums,hat,Algo34,30
SiSEC08,Listener_33,music,wdrums,hat,anchor,11
SiSEC08,Listener_33,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo8,22
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo21,45
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo22,27
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo24,31
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo25,11
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo27,22
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo30,34
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo32,22
SiSEC08,Listener_33,music,wdrums,kicksnare,Algo34,25
SiSEC08,Listener_33,music,wdrums,kicksnare,anchor,10
SiSEC08,Listener_33,music,wdrums,bass,orig,100
SiSEC08,Listener_33,music,wdrums,bass,Algo8,48
SiSEC08,Listener_33,music,wdrums,bass,Algo21,48
SiSEC08,Listener_33,music,wdrums,bass,Algo22,60
SiSEC08,Listener_33,music,wdrums,bass,Algo24,47
SiSEC08,Listener_33,music,wdrums,bass,Algo25,28
SiSEC08,Listener_33,music,wdrums,bass,Algo27,44
SiSEC08,Listener_33,music,wdrums,bass,Algo30,57
SiSEC08,Listener_33,music,wdrums,bass,Algo32,32
SiSEC08,Listener_33,music,wdrums,bass,Algo34,31
SiSEC08,Listener_33,music,wdrums,bass,anchor,10
SiSEC08,Listener_39,speech,female,dialog1,orig,100
SiSEC08,Listener_39,speech,female,dialog1,Algo8,57
SiSEC08,Listener_39,speech,female,dialog1,Algo21,48
SiSEC08,Listener_39,speech,female,dialog1,Algo22,60
SiSEC08,Listener_39,speech,female,dialog1,Algo24,53
SiSEC08,Listener_39,speech,female,dialog1,Algo25,39
SiSEC08,Listener_39,speech,female,dialog1,Algo27,54
SiSEC08,Listener_39,speech,female,dialog1,Algo30,58
SiSEC08,Listener_39,speech,female,dialog1,Algo32,19
SiSEC08,Listener_39,speech,female,dialog1,Algo34,27
SiSEC08,Listener_39,speech,female,dialog1,anchor,0
SiSEC08,Listener_39,speech,female,dialog2,orig,100
SiSEC08,Listener_39,speech,female,dialog2,Algo8,26
SiSEC08,Listener_39,speech,female,dialog2,Algo21,34
SiSEC08,Listener_39,speech,female,dialog2,Algo22,28
SiSEC08,Listener_39,speech,female,dialog2,Algo24,35
SiSEC08,Listener_39,speech,female,dialog2,Algo25,18
SiSEC08,Listener_39,speech,female,dialog2,Algo27,21
SiSEC08,Listener_39,speech,female,dialog2,Algo30,31
SiSEC08,Listener_39,speech,female,dialog2,Algo32,17
SiSEC08,Listener_39,speech,female,dialog2,Algo34,13
SiSEC08,Listener_39,speech,female,dialog2,anchor,0
SiSEC08,Listener_39,speech,female,dialog3,orig,100
SiSEC08,Listener_39,speech,female,dialog3,Algo8,51
SiSEC08,Listener_39,speech,female,dialog3,Algo21,54
SiSEC08,Listener_39,speech,female,dialog3,Algo22,33
SiSEC08,Listener_39,speech,female,dialog3,Algo24,48
SiSEC08,Listener_39,speech,female,dialog3,Algo25,20
SiSEC08,Listener_39,speech,female,dialog3,Algo27,44
SiSEC08,Listener_39,speech,female,dialog3,Algo30,45
SiSEC08,Listener_39,speech,female,dialog3,Algo32,12
SiSEC08,Listener_39,speech,female,dialog3,Algo34,17
SiSEC08,Listener_39,speech,female,dialog3,anchor,0
SiSEC08,Listener_39,speech,female,dialog4,orig,100
SiSEC08,Listener_39,speech,female,dialog4,Algo8,48
SiSEC08,Listener_39,speech,female,dialog4,Algo21,41
SiSEC08,Listener_39,speech,female,dialog4,Algo22,53
SiSEC08,Listener_39,speech,female,dialog4,Algo24,50
SiSEC08,Listener_39,speech,female,dialog4,Algo25,19
SiSEC08,Listener_39,speech,female,dialog4,Algo27,45
SiSEC08,Listener_39,speech,female,dialog4,Algo30,45
SiSEC08,Listener_39,speech,female,dialog4,Algo32,27
SiSEC08,Listener_39,speech,female,dialog4,Algo34,33
SiSEC08,Listener_39,speech,female,dialog4,anchor,0
SiSEC08,Listener_39,speech,male,dialog5,orig,100
SiSEC08,Listener_39,speech,male,dialog5,Algo8,56
SiSEC08,Listener_39,speech,male,dialog5,Algo21,54
SiSEC08,Listener_39,speech,male,dialog5,Algo22,63
SiSEC08,Listener_39,speech,male,dialog5,Algo24,59
SiSEC08,Listener_39,speech,male,dialog5,Algo25,30
SiSEC08,Listener_39,speech,male,dialog5,Algo27,54
SiSEC08,Listener_39,speech,male,dialog5,Algo30,59
SiSEC08,Listener_39,speech,male,dialog5,Algo32,32
SiSEC08,Listener_39,speech,male,dialog5,Algo34,30
SiSEC08,Listener_39,speech,male,dialog5,anchor,0
SiSEC08,Listener_39,speech,male,dialog6,orig,100
SiSEC08,Listener_39,speech,male,dialog6,Algo8,12
SiSEC08,Listener_39,speech,male,dialog6,Algo21,32
SiSEC08,Listener_39,speech,male,dialog6,Algo22,16
SiSEC08,Listener_39,speech,male,dialog6,Algo24,24
SiSEC08,Listener_39,speech,male,dialog6,Algo25,10
SiSEC08,Listener_39,speech,male,dialog6,Algo27,2
SiSEC08,Listener_39,speech,male,dialog6,Algo30,26
SiSEC08,Listener_39,speech,male,dialog6,Algo32,2
SiSEC08,Listener_39,speech,male,dialog6,Algo34,8
SiSEC08,Listener_39,speech,male,dialog6,anchor,0
SiSEC08,Listener_39,speech,male,dialog7,orig,100
SiSEC08,Listener_39,speech,male,dialog7,Algo8,39
SiSEC08,Listener_39,speech,male,dialog7,Algo21,29
SiSEC08,Listener_39,speech,male,dialog7,Algo22,50
SiSEC08,Listener_39,speech,male,dialog7,Algo24,34
SiSEC08,Listener_39,speech,male,dialog7,Algo25,12
SiSEC08,Listener_39,speech,male,dialog7,Algo27,36
SiSEC08,Listener_39,speech,male,dialog7,Algo30,40
SiSEC08,Listener_39,speech,male,dialog7,Algo32,13
SiSEC08,Listener_39,speech,male,dialog7,Algo34,27
SiSEC08,Listener_39,speech,male,dialog7,anchor,0
SiSEC08,Listener_39,speech,male,dialog8,orig,100
SiSEC08,Listener_39,speech,male,dialog8,Algo8,45
SiSEC08,Listener_39,speech,male,dialog8,Algo21,36
SiSEC08,Listener_39,speech,male,dialog8,Algo22,47
SiSEC08,Listener_39,speech,male,dialog8,Algo24,50
SiSEC08,Listener_39,speech,male,dialog8,Algo25,30
SiSEC08,Listener_39,speech,male,dialog8,Algo27,40
SiSEC08,Listener_39,speech,male,dialog8,Algo30,45
SiSEC08,Listener_39,speech,male,dialog8,Algo32,13
SiSEC08,Listener_39,speech,male,dialog8,Algo34,30
SiSEC08,Listener_39,speech,male,dialog8,anchor,0
SiSEC08,Listener_39,music,nodrums,ebass,orig,100
SiSEC08,Listener_39,music,nodrums,ebass,Algo8,35
SiSEC08,Listener_39,music,nodrums,ebass,Algo21,38
SiSEC08,Listener_39,music,nodrums,ebass,Algo22,75
SiSEC08,Listener_39,music,nodrums,ebass,Algo24,33
SiSEC08,Listener_39,music,nodrums,ebass,Algo25,25
SiSEC08,Listener_39,music,nodrums,ebass,Algo27,33
SiSEC08,Listener_39,music,nodrums,ebass,Algo30,56
SiSEC08,Listener_39,music,nodrums,ebass,Algo32,15
SiSEC08,Listener_39,music,nodrums,ebass,Algo34,15
SiSEC08,Listener_39,music,nodrums,ebass,anchor,0
SiSEC08,Listener_39,music,nodrums,eguitar,orig,100
SiSEC08,Listener_39,music,nodrums,eguitar,Algo8,58
SiSEC08,Listener_39,music,nodrums,eguitar,Algo21,22
SiSEC08,Listener_39,music,nodrums,eguitar,Algo22,69
SiSEC08,Listener_39,music,nodrums,eguitar,Algo24,36
SiSEC08,Listener_39,music,nodrums,eguitar,Algo25,22
SiSEC08,Listener_39,music,nodrums,eguitar,Algo27,48
SiSEC08,Listener_39,music,nodrums,eguitar,Algo30,55
SiSEC08,Listener_39,music,nodrums,eguitar,Algo32,11
SiSEC08,Listener_39,music,nodrums,eguitar,Algo34,0
SiSEC08,Listener_39,music,nodrums,eguitar,anchor,0
SiSEC08,Listener_39,music,nodrums,aguitar,orig,100
SiSEC08,Listener_39,music,nodrums,aguitar,Algo8,100
SiSEC08,Listener_39,music,nodrums,aguitar,Algo21,59
SiSEC08,Listener_39,music,nodrums,aguitar,Algo22,100
SiSEC08,Listener_39,music,nodrums,aguitar,Algo24,57
SiSEC08,Listener_39,music,nodrums,aguitar,Algo25,50
SiSEC08,Listener_39,music,nodrums,aguitar,Algo27,100
SiSEC08,Listener_39,music,nodrums,aguitar,Algo30,88
SiSEC08,Listener_39,music,nodrums,aguitar,Algo32,47
SiSEC08,Listener_39,music,nodrums,aguitar,Algo34,3
SiSEC08,Listener_39,music,nodrums,aguitar,anchor,0
SiSEC08,Listener_39,music,wdrums,hat,orig,100
SiSEC08,Listener_39,music,wdrums,hat,Algo8,58
SiSEC08,Listener_39,music,wdrums,hat,Algo21,54
SiSEC08,Listener_39,music,wdrums,hat,Algo22,62
SiSEC08,Listener_39,music,wdrums,hat,Algo24,56
SiSEC08,Listener_39,music,wdrums,hat,Algo25,10
SiSEC08,Listener_39,music,wdrums,hat,Algo27,50
SiSEC08,Listener_39,music,wdrums,hat,Algo30,59
SiSEC08,Listener_39,music,wdrums,hat,Algo32,56
SiSEC08,Listener_39,music,wdrums,hat,Algo34,12
SiSEC08,Listener_39,music,wdrums,hat,anchor,0
SiSEC08,Listener_39,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo8,8
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo21,52
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo22,50
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo24,50
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo25,0
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo27,8
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo30,71
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo32,14
SiSEC08,Listener_39,music,wdrums,kicksnare,Algo34,47
SiSEC08,Listener_39,music,wdrums,kicksnare,anchor,0
SiSEC08,Listener_39,music,wdrums,bass,orig,100
SiSEC08,Listener_39,music,wdrums,bass,Algo8,58
SiSEC08,Listener_39,music,wdrums,bass,Algo21,58
SiSEC08,Listener_39,music,wdrums,bass,Algo22,68
SiSEC08,Listener_39,music,wdrums,bass,Algo24,62
SiSEC08,Listener_39,music,wdrums,bass,Algo25,38
SiSEC08,Listener_39,music,wdrums,bass,Algo27,58
SiSEC08,Listener_39,music,wdrums,bass,Algo30,64
